epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,504.28314208984375,141,39,5499,cpu_grad,1
0,1,438.14935302734375,144,32,4608,cpu_grad,1
0,2,258.38482666015625,129,38,4902,cpu_grad,1
0,3,133.82200622558594,142,29,4118,cpu_grad,1
