epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,400.37347412109375,103,32,3296,cpu_grad,1
0,1,247.57876586914062,114,34,3876,cpu_grad,1
0,2,116.94750213623047,125,17,2125,cpu_grad,1
0,3,82.13263702392578,115,27,3105,cpu_grad,1
