epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,393.87371826171875,142,27,3834,cpu_grad,1
0,1,254.6526641845703,134,37,4958,cpu_grad,1
0,2,75.909912109375,131,9,1179,cpu_grad,1
0,3,71.42306518554688,148,27,3996,cpu_grad,1
