epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,15.81498908996582,100,39,3900,ctc,1
0,1,9.951169967651367,90,29,2610,ctc,1
0,2,29.37627410888672,88,39,3432,ctc,1
0,3,10.744664192199707,108,13,1404,ctc,1
