epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,422.61407470703125,148,37,5476,cpu_grad,1
0,1,352.8248291015625,145,39,5655,cpu_grad,1
0,2,140.02732849121094,128,16,2048,cpu_grad,1
0,3,72.91215515136719,147,20,2940,cpu_grad,1
