epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,347.281982421875,139,16,2224,cpu_grad,1
0,1,235.68067932128906,145,36,5220,cpu_grad,1
0,2,113.92266845703125,140,30,4200,cpu_grad,1
0,3,106.0911636352539,148,40,5920,cpu_grad,1
