epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,438.12591552734375,136,37,5032,cpu_grad,1
0,1,298.7625732421875,96,39,3744,cpu_grad,1
0,2,236.09423828125,108,37,3996,cpu_grad,1
0,3,109.64938354492188,102,30,3060,cpu_grad,1
