epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,17.02985382080078,64,16,1024,naive,1
0,1,12.759966850280762,64,16,1024,naive,1
0,2,5.129035472869873,64,16,1024,naive,1
0,3,3.676950216293335,64,16,1024,naive,1
