epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,359.96197509765625,101,23,2323,cpu_grad,1
0,1,371.3684997558594,138,7,966,cpu_grad,1
0,2,223.45880126953125,130,24,3120,cpu_grad,1
0,3,122.09156799316406,125,31,3875,cpu_grad,1
