epoch,step,loss,t_cap,u_cap,align,backend,finite
0,0,357.20697021484375,96,29,2784,cpu_grad,1
0,1,352.5780029296875,140,11,1540,cpu_grad,1
0,2,148.78753662109375,97,38,3686,cpu_grad,1
0,3,71.00104522705078,139,13,1807,cpu_grad,1
